"subject","model","beta","log_likelihood"
500,"Planning",10,-9.25599132092199
501,"Equality",0,-56.1449216253556
501,"Equity",2.5,-42.5801326341326
501,"Exploitation",0,-56.1449216253556
501,"General",0,-56.1449216253556
501,"Learning",1.5,-52.6640487456891
501,"Planning",8,-22.8670365361153
502,"Equality",0,-56.1449216253556
502,"Equity",0,-56.1449216253556
502,"Exploitation",2,-49.0292612665294
502,"General",0,-56.1449216253556
502,"Learning",1,-53.8903731994091
502,"Planning",0,-56.1449216253556
503,"Equality",0,-56.1449216253556
503,"Equity",0.5,-55.254040274033
503,"Exploitation",0,-56.1449216253556
503,"General",0.5,-56.1384814073075
503,"Learning",1.5,-53.3840487456891
503,"Planning",2,-52.317590690713
504,"Equality",0,-56.1449216253556
504,"Equity",1,-53.3694772611993
504,"Exploitation",0,-56.1449216253556
504,"General",1,-53.2839108325692
504,"Learning",2,-50.6199175518354
504,"Planning",0.5,-56.0765901523299
505,"Equality",0,-56.1449216253556
505,"Equity",2.5,-41.2551326341326
505,"Exploitation",0,-56.1449216253556
505,"General",0,-56.1449216253556
505,"Learning",1,-54.2103731994091
505,"Planning",10,-12.155991320922
506,"Equality",0,-56.1449216253556
506,"Equity",1.5,-49.7376792690679
506,"Exploitation",0,-56.1449216253556
506,"General",0,-56.1449216253556
506,"Learning",1,-54.5003731994091
506,"Planning",5,-39.5247674457603
507,"Equality",0,-56.1449216253556
507,"Equity",0.5,-55.814040274033
507,"Exploitation",0,-56.1449216253556
507,"General",0.5,-55.6484814073075
507,"Learning",0,-56.1449216253556
507,"Planning",0,-56.1449216253556
508,"Equality",0,-56.1449216253556
508,"Equity",0,-56.1449216253556
508,"Exploitation",1,-54.6236448700215
508,"General",1.5,-50.8148992294971
508,"Learning",2.5,-47.92236356987
508,"Planning",1.5,-54.9287149422812
509,"Equality",0,-56.1449216253556
509,"Equity",2.5,-41.2301326341326
509,"Exploitation",0,-56.1449216253556
509,"General",0,-56.1449216253556
509,"Learning",1,-54.0403731994091
509,"Planning",10,-3.75599132092199
510,"Equality",0,-56.1449216253556
510,"Equity",2.5,-41.2301326341326
510,"Exploitation",0,-56.1449216253556
510,"General",0,-56.1449216253556
510,"Learning",1,-54.0403731994091
510,"Planning",10,-3.75599132092199
512,"Equality",0,-56.1449216253556
512,"Equity",2,-47.6740675263042
512,"Exploitation",0,-56.1449216253556
512,"General",0,-56.1449216253556
512,"Learning",1.5,-51.8540487456891
512,"Planning",7.5,-25.689650081113
513,"Equality",0,-56.1449216253556
513,"Equity",2.5,-41.2301326341326
513,"Exploitation",0,-56.1449216253556
513,"General",0,-56.1449216253556
513,"Learning",1,-54.0403731994091
513,"Planning",10,-3.75599132092199
514,"Equality",0,-56.1449216253556
514,"Equity",1,-52.0294772611993
514,"Exploitation",0,-56.1449216253556
514,"General",0,-56.1449216253556
514,"Learning",1.5,-52.9340487456891
514,"Planning",5.5,-35.9046104403863
515,"Equality",0,-56.1449216253556
515,"Equity",3.5,-36.8854211310804
515,"Exploitation",0,-56.1449216253556
515,"General",0,-56.1449216253556
515,"Learning",1.5,-52.0040487456891
515,"Planning",6,-33.1616191190739
516,"Equality",0,-56.1449216253556
516,"Equity",1,-53.4994772611993
516,"Exploitation",0,-56.1449216253556
516,"General",0,-56.1449216253556
516,"Learning",1.5,-53.4890487456891
516,"Planning",6,-33.1016191190739
517,"Equality",0,-56.1449216253556
517,"Equity",3,-38.6306287894951
517,"Exploitation",0,-56.1449216253556
517,"General",0,-56.1449216253556
517,"Learning",1.5,-52.8290487456891
517,"Planning",5.5,-36.3446104403863
518,"Equality",0,-56.1449216253556
518,"Equity",2.5,-41.2301326341326
518,"Exploitation",0,-56.1449216253556
518,"General",0,-56.1449216253556
518,"Learning",1,-54.0403731994091
518,"Planning",10,-3.75599132092199
519,"Equality",0,-56.1449216253556
519,"Equity",2.5,-43.8051326341326
519,"Exploitation",0,-56.1449216253556
519,"General",0,-56.1449216253556
519,"Learning",1.5,-53.6990487456891
519,"Planning",6,-34.3616191190739
520,"Equality",0,-56.1449216253556
520,"Equity",2.5,-44.1551326341326
520,"Exploitation",0,-56.1449216253556
520,"General",0,-56.1449216253556
520,"Learning",1.5,-53.1590487456891
520,"Planning",6,-34.4816191190739
521,"Equality",0,-56.1449216253556
521,"Equity",2.5,-43.1051326341326
521,"Exploitation",0,-56.1449216253556
521,"General",0,-56.1449216253556
521,"Learning",1,-53.9903731994091
521,"Planning",10,-7.25599132092199
522,"Equality",0,-56.1449216253556
522,"Equity",0,-56.1449216253556
522,"Exploitation",2.5,-47.259029036759
522,"General",0,-56.1449216253556
522,"Learning",1,-54.9203731994092
522,"Planning",0,-56.1449216253556
523,"Equality",0,-56.1449216253556
523,"Equity",0.5,-55.914040274033
523,"Exploitation",1.5,-53.623476014878
523,"General",0.5,-55.1784814073075
523,"Learning",4.5,-37.9209723649064
523,"Planning",1.5,-53.8937149422812
524,"Equality",0,-56.1449216253556
524,"Equity",0,-56.1449216253556
524,"Exploitation",0,-56.1449216253556
524,"General",0,-56.1449216253556
524,"Learning",0,-56.1449216253556
524,"Planning",0,-56.1449216253556
525,"Equality",0,-56.1449216253556
525,"Equity",0.5,-54.739040274033
525,"Exploitation",0.5,-55.6038136516197
525,"General",0.5,-54.6434814073074
525,"Learning",3,-45.2141631418183
525,"Planning",1.5,-54.4637149422812
526,"Equality",0,-56.1449216253556
526,"Equity",2.5,-44.1301326341326
526,"Exploitation",0,-56.1449216253556
526,"General",0.5,-55.9984814073074
526,"Learning",1,-54.7003731994091
526,"Planning",3.5,-46.9959516772309
527,"Equality",0,-56.1449216253556
527,"Equity",2,-44.5940675263042
527,"Exploitation",0,-56.1449216253556
527,"General",0,-56.1449216253556
527,"Learning",2.5,-47.44736356987
527,"Planning",4.5,-40.7468816082792
528,"Equality",0,-56.1449216253556
528,"Equity",3,-39.3506287894951
528,"Exploitation",0,-56.1449216253556
528,"General",0,-56.1449216253556
528,"Learning",1.5,-53.1890487456891
528,"Planning",7,-27.3332348399141
529,"Equality",0,-56.1449216253556
529,"Equity",3,-40.8506287894951
529,"Exploitation",0,-56.1449216253556
529,"General",0,-56.1449216253556
529,"Learning",1,-53.8903731994091
529,"Planning",10,-10.055991320922
530,"Equality",0,-56.1449216253556
530,"Equity",2.5,-43.7801326341326
530,"Exploitation",0,-56.1449216253556
530,"General",0,-56.1449216253556
530,"Learning",1.5,-53.6840487456891
530,"Planning",10,-7.25599132092199
531,"Equality",0,-56.1449216253556
531,"Equity",3.5,-37.5504211310804
531,"Exploitation",0,-56.1449216253556
531,"General",0,-56.1449216253556
531,"Learning",1.5,-52.2890487456891
531,"Planning",8,-22.7070365361153
532,"Equality",0,-56.1449216253556
532,"Equity",3.5,-35.6604211310804
532,"Exploitation",0,-56.1449216253556
532,"General",0,-56.1449216253556
532,"Learning",2,-51.3999175518355
532,"Planning",6,-34.3616191190739
533,"Equality",0,-56.1449216253556
533,"Equity",2.5,-43.3801326341326
533,"Exploitation",0,-56.1449216253556
533,"General",0,-56.1449216253556
533,"Learning",2,-51.0999175518355
533,"Planning",6.5,-30.8219610515886
534,"Equality",0,-56.1449216253556
534,"Equity",0.5,-55.484040274033
534,"Exploitation",0,-56.1449216253556
534,"General",0.5,-56.0184814073074
534,"Learning",0,-56.1449216253556
534,"Planning",1,-55.4195156480849
535,"Equality",0,-56.1449216253556
535,"Equity",0,-56.1449216253556
535,"Exploitation",1,-54.6236448700215
535,"General",1,-53.7139108325692
535,"Learning",0.5,-55.520148757543
535,"Planning",0,-56.1449216253556
536,"Equality",0,-56.1449216253556
536,"Equity",0,-56.1449216253556
536,"Exploitation",1.5,-52.933476014878
536,"General",0,-56.1449216253556
536,"Learning",3,-46.3541631418184
536,"Planning",2,-53.317590690713
537,"Equality",0,-56.1449216253556
537,"Equity",2,-44.5740675263042
537,"Exploitation",0,-56.1449216253556
537,"General",0,-56.1449216253556
537,"Learning",1.5,-53.1890487456891
537,"Planning",10,-7.25599132092199
538,"Equality",0,-56.1449216253556
538,"Equity",1,-52.2794772611993
538,"Exploitation",0,-56.1449216253556
538,"General",1,-51.8139108325692
538,"Learning",2,-49.3199175518354
538,"Planning",2.5,-50.3374100969196
539,"Equality",0,-56.1449216253556
539,"Equity",2.5,-41.2301326341326
539,"Exploitation",0,-56.1449216253556
539,"General",0,-56.1449216253556
539,"Learning",1,-54.0403731994091
539,"Planning",10,-3.75599132092199
540,"Equality",0,-56.1449216253556
540,"Equity",3,-38.0306287894952
540,"Exploitation",0,-56.1449216253556
540,"General",0,-56.1449216253556
540,"Learning",1.5,-52.5290487456891
540,"Planning",10,-15.055991320922
541,"Equality",0,-56.1449216253556
541,"Equity",2.5,-44.2301326341326
541,"Exploitation",0,-56.1449216253556
541,"General",0,-56.1449216253556
541,"Learning",1.5,-52.9640487456891
541,"Planning",7,-29.4332348399141
542,"Equality",0,-56.1449216253556
542,"Equity",2.5,-41.2301326341326
542,"Exploitation",0,-56.1449216253556
542,"General",0,-56.1449216253556
542,"Learning",1,-54.0403731994091
542,"Planning",10,-3.75599132092199
543,"Equality",0,-56.1449216253556
543,"Equity",0.5,-55.954040274033
543,"Exploitation",1,-54.9836448700215
543,"General",2,-46.9692374051018
543,"Learning",2.5,-47.34736356987
543,"Planning",1,-55.1695156480849
544,"Equality",0,-56.1449216253556
544,"Equity",0.5,-54.994040274033
544,"Exploitation",0.5,-55.7788136516197
544,"General",0,-56.1449216253556
544,"Learning",2.5,-48.4973635698701
544,"Planning",1,-55.179515648085
545,"Equality",0,-56.1449216253556
545,"Equity",3,-38.8706287894951
545,"Exploitation",0,-56.1449216253556
545,"General",0,-56.1449216253556
545,"Learning",1.5,-52.9490487456891
545,"Planning",10,-15.655991320922
546,"Equality",0,-56.1449216253556
546,"Equity",3,-40.6106287894952
546,"Exploitation",0,-56.1449216253556
546,"General",0,-56.1449216253556
546,"Learning",1.5,-51.8090487456891
546,"Planning",7.5,-25.464650081113
547,"Equality",0,-56.1449216253556
547,"Equity",2.5,-41.2301326341326
547,"Exploitation",0,-56.1449216253556
547,"General",0,-56.1449216253556
547,"Learning",1,-54.0403731994091
547,"Planning",10,-3.75599132092199
548,"Equality",0,-56.1449216253556
548,"Equity",1.5,-51.1476792690679
548,"Exploitation",0,-56.1449216253556
548,"General",0.5,-55.9584814073075
548,"Learning",0.5,-55.525148757543
548,"Planning",2.5,-52.2124100969196
549,"Equality",0,-56.1449216253556
549,"Equity",1.5,-48.6426792690679
549,"Exploitation",0,-56.1449216253556
549,"General",0,-56.1449216253556
549,"Learning",1,-54.5703731994091
549,"Planning",7,-28.5932348399141
550,"Equality",0,-56.1449216253556
550,"Equity",1.5,-49.3326792690679
550,"Exploitation",0,-56.1449216253556
550,"General",0,-56.1449216253556
550,"Learning",3,-46.1141631418183
550,"Planning",4.5,-40.5668816082792
551,"Equality",0,-56.1449216253556
551,"Equity",2.5,-44.1551326341326
551,"Exploitation",0,-56.1449216253556
551,"General",0,-56.1449216253556
551,"Learning",1,-54.5303731994091
551,"Planning",9.5,-17.9762939503424
552,"Equality",0,-56.1449216253556
552,"Equity",0,-56.1449216253556
552,"Exploitation",0.5,-55.9288136516196
552,"General",0.5,-55.3384814073075
552,"Learning",0.5,-55.705148757543
552,"Planning",1.5,-54.8987149422813
553,"Equality",0,-56.1449216253556
553,"Equity",2.5,-41.5551326341326
553,"Exploitation",0,-56.1449216253556
553,"General",0,-56.1449216253556
553,"Learning",2,-51.2399175518355
553,"Planning",7.5,-25.689650081113
554,"Equality",0,-56.1449216253556
554,"Equity",2.5,-44.2801326341326
554,"Exploitation",0,-56.1449216253556
554,"General",0,-56.1449216253556
554,"Learning",1.5,-52.9940487456891
554,"Planning",10,-15.955991320922
555,"Equality",0,-56.1449216253556
555,"Equity",0.5,-55.069040274033
555,"Exploitation",1,-55.0536448700215
555,"General",2.5,-41.7374292148254
555,"Learning",3.5,-42.2998061717322
555,"Planning",1,-55.3595156480849
556,"Equality",0,-56.1449216253556
556,"Equity",2.5,-41.2301326341326
556,"Exploitation",0,-56.1449216253556
556,"General",0,-56.1449216253556
556,"Learning",1,-54.0403731994091
556,"Planning",10,-3.75599132092199
557,"Equality",0,-56.1449216253556
557,"Equity",2.5,-42.2551326341326
557,"Exploitation",0,-56.1449216253556
557,"General",0,-56.1449216253556
557,"Learning",1,-54.2503731994091
557,"Planning",10,-6.855991320922
558,"Equality",0,-56.1449216253556
558,"Equity",0.5,-55.139040274033
558,"Exploitation",0,-56.1449216253556
558,"General",0,-56.1449216253556
558,"Learning",0.5,-55.960148757543
558,"Planning",1,-55.1095156480849
559,"Equality",0,-56.1449216253556
559,"Equity",2,-44.5540675263042
559,"Exploitation",0,-56.1449216253556
559,"General",0,-56.1449216253556
559,"Learning",0.5,-56.105148757543
559,"Planning",5.5,-35.3546104403863
560,"Equality",0,-56.1449216253556
560,"Equity",2.5,-42.1051326341326
560,"Exploitation",0,-56.1449216253556
560,"General",0,-56.1449216253556
560,"Learning",1,-54.3903731994091
560,"Planning",10,-7.25599132092199
561,"Equality",0,-56.1449216253556
561,"Equity",1.5,-48.4626792690679
561,"Exploitation",0,-56.1449216253556
561,"General",0,-56.1449216253556
561,"Learning",1.5,-52.5290487456891
561,"Planning",10,-15.055991320922
562,"Equality",0,-56.1449216253556
562,"Equity",1,-51.8494772611993
562,"Exploitation",0,-56.1449216253556
562,"General",0,-56.1449216253556
562,"Learning",0,-56.1449216253556
562,"Planning",3.5,-46.5409516772309
564,"Equality",0,-56.1449216253556
564,"Equity",2.5,-41.2301326341326
564,"Exploitation",0,-56.1449216253556
564,"General",0,-56.1449216253556
564,"Learning",1,-54.0403731994091
564,"Planning",10,-3.75599132092199
565,"Equality",0,-56.1449216253556
565,"Equity",0.5,-55.239040274033
565,"Exploitation",0.5,-55.6188136516196
565,"General",0,-56.1449216253556
565,"Learning",2.5,-48.12236356987
565,"Planning",2,-52.657590690713
566,"Equality",0,-56.1449216253556
566,"Equity",1,-52.3194772611993
566,"Exploitation",0,-56.1449216253556
566,"General",0,-56.1449216253556
566,"Learning",0.5,-55.830148757543
566,"Planning",5,-39.5747674457603
567,"Equality",0,-56.1449216253556
567,"Equity",1,-51.7594772611993
567,"Exploitation",0,-56.1449216253556
567,"General",1.5,-48.564899229497
567,"Learning",3.5,-43.7698061717322
567,"Planning",2,-53.737590690713
568,"Equality",0,-56.1449216253556
568,"Equity",0.5,-55.689040274033
568,"Exploitation",0.5,-55.5888136516197
568,"General",1,-54.2739108325693
568,"Learning",2,-49.9199175518354
568,"Planning",1,-55.5195156480849
569,"Equality",0,-56.1449216253556
569,"Equity",3,-38.3906287894952
569,"Exploitation",0,-56.1449216253556
569,"General",0,-56.1449216253556
569,"Learning",1,-54.5703731994091
569,"Planning",5.5,-35.6846104403863
570,"Equality",0,-56.1449216253556
570,"Equity",0.5,-55.714040274033
570,"Exploitation",1,-54.9636448700215
570,"General",2.5,-43.5124292148254
570,"Learning",3,-45.9041631418184
570,"Planning",1,-55.5595156480849
571,"Equality",0,-56.1449216253556
571,"Equity",1.5,-51.2826792690678
571,"Exploitation",0,-56.1449216253556
571,"General",1,-54.2139108325693
571,"Learning",2.5,-49.02236356987
571,"Planning",3,-49.9495874219319
572,"Equality",0,-56.1449216253556
572,"Equity",2.5,-41.2301326341326
572,"Exploitation",0,-56.1449216253556
572,"General",0,-56.1449216253556
572,"Learning",1,-54.0403731994091
572,"Planning",10,-3.75599132092199
573,"Equality",0,-56.1449216253556
573,"Equity",2.5,-41.2301326341326
573,"Exploitation",0,-56.1449216253556
573,"General",0,-56.1449216253556
573,"Learning",1,-54.0403731994091
573,"Planning",10,-3.75599132092199
574,"Equality",0,-56.1449216253556
574,"Equity",3,-38.0306287894952
574,"Exploitation",0,-56.1449216253556
574,"General",0,-56.1449216253556
574,"Learning",1.5,-52.5290487456891
574,"Planning",10,-15.055991320922
575,"Equality",0,-56.1449216253556
575,"Equity",2.5,-41.0051326341326
575,"Exploitation",0,-56.1449216253556
575,"General",0,-56.1449216253556
575,"Learning",2,-50.7999175518354
575,"Planning",6,-33.941619119074
576,"Equality",0,-56.1449216253556
576,"Equity",1,-53.9094772611993
576,"Exploitation",0,-56.1449216253556
576,"General",0,-56.1449216253556
576,"Learning",0,-56.1449216253556
576,"Planning",0.5,-55.9515901523299
577,"Equality",0,-56.1449216253556
577,"Equity",0,-56.1449216253556
577,"Exploitation",0,-56.1449216253556
577,"General",0,-56.1449216253556
577,"Learning",0,-56.1449216253556
577,"Planning",0,-56.1449216253556
578,"Equality",0,-56.1449216253556
578,"Equity",1,-52.6394772611993
578,"Exploitation",0,-56.1449216253556
578,"General",1,-52.0139108325692
578,"Learning",3,-45.8141631418183
578,"Planning",1.5,-54.7037149422812
579,"Equality",0,-56.1449216253556
579,"Equity",3.5,-36.5354211310804
579,"Exploitation",0,-56.1449216253556
579,"General",0,-56.1449216253556
579,"Learning",1.5,-51.8540487456891
579,"Planning",9,-20.2457726502541
580,"Equality",0,-56.1449216253556
580,"Equity",2.5,-41.2301326341326
580,"Exploitation",0,-56.1449216253556
580,"General",0,-56.1449216253556
580,"Learning",1,-54.0403731994091
580,"Planning",10,-3.75599132092199
581,"Equality",0,-56.1449216253556
581,"Equity",1,-53.6994772611993
581,"Exploitation",0,-56.1449216253556
581,"General",1.5,-49.224899229497
581,"Learning",2,-50.0799175518354
581,"Planning",1.5,-54.5087149422812
582,"Equality",0,-56.1449216253556
582,"Equity",1.5,-48.8526792690679
582,"Exploitation",0,-56.1449216253556
582,"General",0,-56.1449216253556
582,"Learning",2,-49.5199175518354
582,"Planning",6,-33.1016191190739
583,"Equality",0,-56.1449216253556
583,"Equity",3.5,-37.5504211310804
583,"Exploitation",0,-56.1449216253556
583,"General",0,-56.1449216253556
583,"Learning",1.5,-52.2890487456891
583,"Planning",8,-22.7070365361153
584,"Equality",0,-56.1449216253556
584,"Equity",2,-46.2340675263042
584,"Exploitation",0,-56.1449216253556
584,"General",0,-56.1449216253556
584,"Learning",2,-50.9799175518354
584,"Planning",5.5,-36.6746104403863
585,"Equality",0,-56.1449216253556
585,"Equity",3,-38.0306287894952
585,"Exploitation",0,-56.1449216253556
585,"General",0,-56.1449216253556
585,"Learning",1.5,-52.5290487456891
585,"Planning",10,-15.055991320922
586,"Equality",0,-56.1449216253556
586,"Equity",2.5,-41.7301326341326
586,"Exploitation",0,-56.1449216253556
586,"General",0,-56.1449216253556
586,"Learning",0.5,-55.535148757543
586,"Planning",8,-23.7470365361153
587,"Equality",0,-56.1449216253556
587,"Equity",0.5,-56.004040274033
587,"Exploitation",0.5,-56.0738136516197
587,"General",1,-51.7439108325692
587,"Learning",1,-54.0803731994091
587,"Planning",1.5,-54.7937149422812
588,"Equality",0,-56.1449216253556
588,"Equity",0,-56.1449216253556
588,"Exploitation",0.5,-55.5588136516197
588,"General",0.5,-55.5584814073075
588,"Learning",1.5,-52.1840487456891
588,"Planning",0.5,-55.8165901523299
589,"Equality",0,-56.1449216253556
589,"Equity",2.5,-41.2301326341326
589,"Exploitation",0,-56.1449216253556
589,"General",0,-56.1449216253556
589,"Learning",1,-54.0403731994091
589,"Planning",10,-3.75599132092199
590,"Equality",0,-56.1449216253556
590,"Equity",2.5,-41.5051326341326
590,"Exploitation",0,-56.1449216253556
590,"General",0.5,-54.7934814073074
590,"Learning",3,-46.6541631418183
590,"Planning",4.5,-42.8618816082792
591,"Equality",0,-56.1449216253556
591,"Equity",0,-56.1449216253556
591,"Exploitation",1.5,-53.113476014878
591,"General",2.5,-39.7374292148254
591,"Learning",4.5,-39.4059723649064
591,"Planning",0,-56.1449216253556
592,"Equality",0,-56.1449216253556
592,"Equity",3,-39.3506287894951
592,"Exploitation",0,-56.1449216253556
592,"General",0,-56.1449216253556
592,"Learning",1.5,-53.1890487456891
592,"Planning",10,-7.25599132092199
593,"Equality",0,-56.1449216253556
593,"Equity",1.5,-48.6426792690679
593,"Exploitation",0,-56.1449216253556
593,"General",0,-56.1449216253556
593,"Learning",1,-54.5703731994091
593,"Planning",7,-28.5932348399141
594,"Equality",0,-56.1449216253556
594,"Equity",2.5,-41.2301326341326
594,"Exploitation",0,-56.1449216253556
594,"General",0,-56.1449216253556
594,"Learning",1,-54.0403731994091
594,"Planning",10,-3.75599132092199
595,"Equality",0,-56.1449216253556
595,"Equity",1,-53.3094772611993
595,"Exploitation",0,-56.1449216253556
595,"General",2,-47.5692374051018
595,"Learning",2.5,-47.64736356987
595,"Planning",1.5,-54.5087149422812
596,"Equality",0,-56.1449216253556
596,"Equity",0.5,-55.959040274033
596,"Exploitation",0,-56.1449216253556
596,"General",0,-56.1449216253556
596,"Learning",0,-56.1449216253556
596,"Planning",0,-56.1449216253556
597,"Equality",0,-56.1449216253556
597,"Equity",2.5,-42.1051326341326
597,"Exploitation",0,-56.1449216253556
597,"General",0,-56.1449216253556
597,"Learning",1,-54.3903731994091
597,"Planning",10,-7.25599132092199
598,"Equality",0,-56.1449216253556
598,"Equity",3.5,-37.1654211310804
598,"Exploitation",0,-56.1449216253556
598,"General",0,-56.1449216253556
598,"Learning",1,-54.0003731994091
598,"Planning",6.5,-31.4719610515886
599,"Equality",0,-56.1449216253556
599,"Equity",2.5,-41.2301326341326
599,"Exploitation",0,-56.1449216253556
599,"General",0,-56.1449216253556
599,"Learning",1,-54.0403731994091
599,"Planning",10,-3.75599132092199
600,"Equality",0,-56.1449216253556
600,"Equity",0.5,-55.224040274033
600,"Exploitation",1,-55.1036448700215
600,"General",2.5,-43.2124292148254
600,"Learning",3.5,-43.7348061717322
600,"Planning",1,-55.269515648085
